data,k,alpha,run idx,result,violation,time, status
dense_65,5,5,0,98203.244540,0,556.000000,FEASIBLE
dense_65,5,5,1,98645.244540,0,746.000000,FEASIBLE
dense_65,5,5,2,98246.244540,0,592.000000,FEASIBLE
dense_65,5,5,3,98046.244540,0,723.000000,FEASIBLE
dense_65,5,5,4,98421.244540,0,679.000000,FEASIBLE
dense_65,5,6,0,97905.244540,0,753.000000,FEASIBLE
dense_65,5,6,1,97830.244540,0,708.000000,FEASIBLE
dense_65,5,6,2,97696.244540,0,574.000000,FEASIBLE
dense_65,5,6,3,97681.244540,0,632.000000,FEASIBLE
dense_65,5,6,4,97785.244540,0,611.000000,FEASIBLE
dense_65,6,5,0,102655.244540,0,591.000000,FEASIBLE
dense_65,6,5,1,102210.244540,0,642.000000,FEASIBLE
dense_65,6,5,2,102113.244540,0,650.000000,FEASIBLE
dense_65,6,5,3,101675.244540,0,504.000000,FEASIBLE
dense_65,6,5,4,101737.244540,0,500.000000,FEASIBLE
dense_65,6,6,0,101544.244540,0,506.000000,FEASIBLE
dense_65,6,6,1,101251.244540,0,506.000000,FEASIBLE
dense_65,6,6,2,101780.244540,0,634.000000,FEASIBLE
dense_65,6,6,3,101454.244540,0,509.000000,FEASIBLE
dense_65,6,6,4,101591.244540,0,559.000000,FEASIBLE
dense_70,4,5,0,106974.448959,0,844.000000,FEASIBLE
dense_70,4,5,1,108237.448959,0,1067.000000,FEASIBLE
dense_70,4,5,2,107627.448959,0,935.000000,FEASIBLE
dense_70,4,5,3,106374.448959,0,921.000000,FEASIBLE
dense_70,4,5,4,108066.448959,0,778.000000,FEASIBLE
dense_70,4,6,0,106703.448959,0,740.000000,FEASIBLE
dense_70,4,6,1,107708.448959,0,992.000000,FEASIBLE
dense_70,4,6,2,106996.448959,0,979.000000,FEASIBLE
dense_70,4,6,3,107093.448959,0,994.000000,FEASIBLE
dense_70,4,6,4,107695.448959,0,912.000000,FEASIBLE
dense_70,5,5,0,115241.448959,0,705.000000,FEASIBLE
dense_70,5,5,1,115755.448959,0,928.000000,FEASIBLE
dense_70,5,5,2,115127.448959,0,729.000000,FEASIBLE
dense_70,5,5,3,115321.448959,0,939.000000,FEASIBLE
dense_70,5,5,4,114582.448959,0,741.000000,FEASIBLE
dense_70,5,6,0,114123.448959,0,656.000000,FEASIBLE
dense_70,5,6,1,114643.448959,0,638.000000,FEASIBLE
dense_70,5,6,2,114482.448959,0,904.000000,FEASIBLE
dense_70,5,6,3,113714.448959,0,635.000000,FEASIBLE
dense_70,5,6,4,113981.448959,0,744.000000,FEASIBLE
dense_70,6,5,0,119124.448959,0,891.000000,FEASIBLE
dense_70,6,5,1,119398.448959,0,585.000000,FEASIBLE
dense_70,6,5,2,119340.448959,0,608.000000,FEASIBLE
dense_70,6,5,3,118616.448959,0,690.000000,FEASIBLE
dense_70,6,5,4,120424.448959,0,573.000000,FEASIBLE
dense_70,6,6,0,118723.448959,0,586.000000,FEASIBLE
dense_70,6,6,1,119182.448959,0,715.000000,FEASIBLE
dense_70,6,6,2,119167.448959,0,569.000000,FEASIBLE
dense_70,6,6,3,118719.448959,0,602.000000,FEASIBLE
dense_70,6,6,4,118918.448959,0,561.000000,FEASIBLE
dense_40,4,5,0,33985.100701,0,303.000000,FEASIBLE
dense_40,4,5,1,34220.100701,0,288.000000,FEASIBLE
dense_40,4,5,2,33942.100701,0,303.000000,FEASIBLE
dense_40,4,5,3,33402.100701,0,290.000000,FEASIBLE
dense_40,4,5,4,34145.100701,0,288.000000,FEASIBLE
dense_40,4,6,0,33771.100701,0,294.000000,FEASIBLE
dense_40,4,6,1,33740.100701,0,294.000000,FEASIBLE
dense_40,4,6,2,33797.100701,0,297.000000,FEASIBLE
dense_40,4,6,3,33811.100701,0,298.000000,FEASIBLE
dense_40,4,6,4,33805.100701,0,296.000000,FEASIBLE
dense_40,5,5,0,36350.100701,0,355.000000,FEASIBLE
dense_40,5,5,1,36500.100701,0,482.000000,FEASIBLE
dense_40,5,5,2,36462.100701,0,285.000000,FEASIBLE
